Date,Open,High,Low,Close,Adj Close,Volume,MA,Upper_Band1,Lower_Band1,Upper_Band2,Lower_Band2,Signal,Position,TPSLSignal,Returns,Cumulative_Returns,Open_Return
2019-11-08,1221.760009765625,1233.9200439453125,1192.0,1192.9599609375,1192.9599609375,422731,1291.90400390625,1360.0665491932248,1223.7414586192751,1428.2290944801994,1155.5789133323005,0,-1,,-0.01380776579581977,2.1488219791222187,0.01380776579581977
2019-11-11,1216.0,1221.1199951171875,1177.5999755859375,1188.47998046875,1188.47998046875,346038,1280.0640014648438,1344.2922827986217,1215.835720131066,1408.5205641323996,1151.607438797288,0,-1,,0.004714518170168214,2.1589526393872474,-0.004714518170168214
2019-11-12,1179.52001953125,1185.9200439453125,1164.800048828125,1174.4000244140625,1174.4000244140625,420948,1269.3760009765624,1332.4447299897656,1206.3072719633592,1395.5134590029686,1143.2385429501562,0,-1,,0.02999998393811676,2.2237211838920197,-0.02999998393811676
2019-11-13,1187.199951171875,1192.3199462890625,1169.9200439453125,1182.719970703125,1182.719970703125,423105,1259.967999267578,1321.1027175707266,1198.8332809644296,1382.2374358738753,1137.698562661281,0,-1,,-0.0065110651056834445,2.2092423904868115,0.0065110651056834445
2019-11-14,1185.9200439453125,1196.1600341796875,1163.52001953125,1163.52001953125,1163.52001953125,348256,1250.0159973144532,1309.7557210108148,1190.2762736180916,1369.4954447071761,1130.5365499217303,0,-1,,0.0010780890155016598,2.211624150440576,-0.0010780890155016598
2019-11-15,1145.5999755859375,1150.719970703125,1112.3199462890625,1113.5999755859375,1113.5999755859375,585538,1237.7279968261719,1299.0473426630579,1176.408650989286,1360.3666884999438,1115.0893051524,0,0,STP,-0.0,2.211624150440576,-0.03399897705180732
2019-11-18,1114.239990234375,1125.1199951171875,1104.6400146484375,1112.3199462890625,1112.3199462890625,382522,1227.1679931640624,1291.0666859009673,1163.2693004271575,1354.9653786378722,1099.3706076902527,0,0,,-0.0,2.211624150440576,-0.02737428947266074
2019-11-19,1106.56005859375,1130.239990234375,1102.0799560546875,1124.47998046875,1124.47998046875,471272,1216.1599914550782,1277.6756915577898,1154.6442913523665,1339.1913916605015,1093.1285912496548,0,0,,-0.0,2.211624150440576,-0.0068925291749846185
2019-11-20,1128.3199462890625,1176.9599609375,1112.3199462890625,1136.0,1136.0,711905,1206.559991455078,1264.5861573052482,1148.5338256049079,1322.6123231554184,1090.5076597547377,0,0,,0.0,2.211624150440576,0.019664443449156854
2019-11-21,1128.9599609375,1160.9599609375,1125.760009765625,1138.56005859375,1138.56005859375,482494,1198.0159973144532,1252.5732548237822,1143.4587398051242,1307.1305123331115,1088.901482295795,0,0,,0.0,2.211624150440576,0.0005672279839972205
2019-11-22,1120.6400146484375,1132.800048828125,1104.6400146484375,1105.9200439453125,1105.9200439453125,414439,1189.9839965820313,1245.7308436332291,1134.2371495308334,1301.477690684427,1078.4903024796356,0,0,,-0.0,2.211624150440576,-0.007369567191872317
2019-11-25,1081.5999755859375,1081.5999755859375,1053.43994140625,1057.9200439453125,1057.9200439453125,424141,1178.9440002441406,1237.9603638388178,1119.9276366494635,1296.976727433495,1060.9112730547863,0,0,,-0.0,2.211624150440576,-0.03483727026715844
2019-11-26,1049.5999755859375,1056.0,1036.800048828125,1042.56005859375,1042.56005859375,447494,1167.2000061035155,1228.8938142949332,1105.5061979120978,1290.587622486351,1043.8123897206801,0,0,,-0.0,2.211624150440576,-0.02958579948438389
2019-11-27,1033.9200439453125,1038.0799560546875,1030.4000244140625,1037.43994140625,1037.43994140625,296294,1156.7680053710938,1221.9622449109177,1091.5737658312698,1287.1564844507413,1026.3795262914462,0,0,,-0.0,2.211624150440576,-0.014938959608751579
2019-11-29,1046.4000244140625,1058.56005859375,1041.9200439453125,1058.56005859375,1058.56005859375,269983,1146.4960083007813,1210.0699644779106,1082.922052123652,1273.6439206550397,1019.3480959465229,0,0,,0.0,2.211624150440576,0.01207054698458876
2019-12-02,1057.280029296875,1128.3199462890625,1053.43994140625,1113.5999755859375,1113.5999755859375,848731,1141.7920043945312,1204.0678841034364,1079.516124685626,1266.3437638123416,1017.2402449767208,0,0,,0.0,2.211624150440576,0.010397557940525548
2019-12-03,1199.3599853515625,1218.56005859375,1171.8399658203125,1178.239990234375,1178.239990234375,1465205,1140.2240051269532,1201.0813797860114,1079.366630467895,1261.93875444507,1018.5092558088367,0,0,,0.0,2.211624150440576,0.13438252129776362
2019-12-04,1141.760009765625,1150.719970703125,1109.760009765625,1123.8399658203125,1123.8399658203125,665109,1134.6880004882812,1191.40752268701,1077.9684782895524,1248.1270448857388,1021.2489560908236,0,0,,-0.0,2.211624150440576,-0.048025593891273144
2019-12-05,1106.56005859375,1144.3199462890625,1104.6400146484375,1109.1199951171875,1109.1199951171875,521720,1128.6400024414063,1180.9284291950046,1076.351575687808,1233.216855948603,1024.0631489342095,0,0,,-0.0,2.211624150440576,-0.03082955338320237
2019-12-06,1066.8800048828125,1086.0799560546875,1061.1199951171875,1070.719970703125,1070.719970703125,612116,1121.247998046875,1170.5183536445518,1071.9776424491981,1219.7887092422286,1022.7072868515213,-1,0,,-0.0,2.211624150440576,-0.035858924604023845
2019-12-09,1075.199951171875,1127.3599853515625,1069.760009765625,1126.4000244140625,1126.4000244140625,590969,1117.9200012207032,1164.2518803050648,1071.5881221363416,1210.5837593894264,1025.25624305198,0,-1,,-0.0077983899323115224,2.1943770429317233,0.0077983899323115224
2019-12-10,1120.0,1150.0799560546875,1105.280029296875,1128.3199462890625,1128.3199462890625,555648,1114.9119995117187,1158.2798896892664,1071.544109334171,1201.6477798668143,1028.1762191566231,0,0,SSL,0.0,2.1943770429317233,0.04166671397194244
2019-12-11,1116.1600341796875,1122.56005859375,1095.0400390625,1102.0799560546875,1102.0799560546875,454664,1111.29599609375,1152.398583212165,1070.1934089753352,1193.5011703305797,1029.0908218569205,0,0,,-0.0,2.1943770429317233,-0.0034285409109933163
2019-12-12,1099.52001953125,1106.56005859375,1035.52001953125,1036.800048828125,1036.800048828125,1001617,1104.0,1144.706046052096,1063.293953947904,1185.4120921041922,1022.5879078958077,-1,0,,-0.0,2.1943770429317233,-0.014908269548162933
2019-12-13,1032.3199462890625,1058.56005859375,992.6400146484375,993.9199829101562,993.9199829101562,1151745,1095.5199981689452,1140.6043812365347,1050.4356151013558,1185.6887643041239,1005.3512320337666,0,-1,,0.06111764410695897,2.3284921980781053,-0.06111764410695897
2019-12-16,964.47998046875,973.4400024414062,952.3200073242188,972.7999877929688,972.7999877929688,534159,1088.479998779297,1140.9763715212969,1035.983626037297,1193.4727442632968,983.487253295297,0,0,STP,-0.0,2.3284921980781053,-0.06571602734615423
2019-12-17,963.2000122070312,977.9199829101562,958.0800170898438,965.760009765625,965.760009765625,473234,1081.152001953125,1139.9913799807296,1022.3126239255203,1198.8307580083342,963.4732458979155,0,0,,-0.0,2.3284921980781053,-0.0013271071330031026
2019-12-18,954.239990234375,976.0,951.552001953125,975.3599853515625,975.3599853515625,464750,1073.6960021972657,1136.0963118009252,1011.2956925936061,1198.4966214045849,948.8953829899466,0,0,,-0.0,2.3284921980781053,-0.00930234827564591
2019-12-19,971.52001953125,976.0,951.0399780273438,951.0399780273438,951.0399780273438,451969,1064.4480010986329,1130.7147569819092,998.1812452153565,1196.9815128651856,931.9144893320802,0,0,,0.0,2.3284921980781053,0.018108682798580578
2019-12-20,947.8400268554688,962.5599975585938,944.6400146484375,962.5599975585938,962.5599975585938,393283,1055.647998046875,1123.228025809512,988.0679702842381,1190.808053572149,920.4879425216011,0,0,,-0.0,2.3284921980781053,-0.024374168519148642
2019-12-23,960.0,968.3200073242188,958.0800170898438,965.760009765625,965.760009765625,236178,1048.6399963378906,1117.9768829191814,979.3031097565996,1187.3137695004725,909.9662231753086,0,0,,0.0,2.3284921980781053,0.012829140783253035
2019-12-24,961.9199829101562,966.4639892578125,953.5999755859375,956.1599731445312,956.1599731445312,161180,1043.5519927978517,1115.8427626755615,971.2612229201418,1188.1335325532714,898.9704530424318,0,0,,0.0,2.3284921980781053,0.0019999821980793975
2019-12-26,948.47998046875,956.7999877929688,947.2000122070312,954.8800048828125,954.8800048828125,211825,1039.1679901123048,1114.131314723017,964.2046655015923,1189.0946393337297,889.24134089088,0,0,,-0.0,2.3284921980781053,-0.013972058674512011
2019-12-27,951.0399780273438,984.9600219726562,950.4000244140625,974.719970703125,974.719970703125,412875,1036.0319915771483,1112.3707008082404,959.6932823460563,1188.7094100393324,883.3545731149643,0,0,,0.0,2.3284921980781053,0.0026990528121939583
2019-12-30,983.0399780273438,1021.4400024414062,982.4000244140625,1008.6400146484375,1008.6400146484375,535064,1033.5359893798827,1109.9154362127833,957.156542546982,1186.2948830456842,880.7770957140813,0,0,,0.0,2.3284921980781053,0.033647376282093466
2019-12-31,1022.0800170898438,1027.8399658203125,963.8400268554688,967.6799926757812,967.6799926757812,517598,1026.239990234375,1101.5305559450235,950.9494245237265,1176.821121655672,875.658858813078,0,0,,0.0,2.3284921980781053,0.03971358229076416
2020-01-02,941.4400024414062,962.5599975585938,928.0,928.6400146484375,928.6400146484375,442381,1013.7599914550781,1082.9703741030555,944.5496088071006,1152.180756751033,875.3392261591232,-1,0,,-0.0,2.3284921980781053,-0.07889794663831007
2020-01-03,1002.8800048828125,1007.3599853515625,956.7999877929688,978.5599975585938,978.5599975585938,752447,1006.4959930419922,1071.009390106178,941.9825959778063,1135.5227871703637,877.4691989136205,0,-1,,-0.06526172914054618,2.176530770941257,0.06526172914054618
2020-01-06,1007.3599853515625,1010.6240234375,965.1199951171875,965.1199951171875,965.1199951171875,407144,999.2959930419922,1059.6550402497803,938.9369458342042,1120.0140874575684,878.577898626416,0,-1,,-0.004467115155290635,2.166807957348429,0.004467115155290635
2020-01-07,970.239990234375,983.0399780273438,950.4000244140625,960.6400146484375,960.6400146484375,427111,993.7919952392579,1052.285403442406,935.2985870361097,1110.7788116455542,876.8051788329615,0,-1,,0.03684878857306695,2.2466522056472,-0.03684878857306695
2020-01-08,954.239990234375,960.0,917.1199951171875,947.2000122070312,947.2000122070312,753945,984.8319946289063,1035.088383865909,934.5756053919037,1085.3447731029116,884.319216154901,0,-1,,0.01649076533748617,2.2837012199654736,-0.01649076533748617
2020-01-09,920.3200073242188,929.280029296875,906.8800048828125,907.52001953125,907.52001953125,501358,973.7919982910156,1014.1451155401601,933.4388810418711,1054.4982327893047,893.0857637927265,-1,-1,,0.0355465954658063,2.364879023396355,-0.0355465954658063
2020-01-10,906.239990234375,914.239990234375,893.4400024414062,903.6799926757812,903.6799926757812,514298,963.8720001220703,994.159111601447,933.5848886426936,1024.4462230808235,903.297777163317,0,-1,,0.015299044873294254,2.4010594136952075,-0.015299044873294254
2020-01-13,893.4400024414062,903.0399780273438,879.3599853515625,880.6400146484375,880.6400146484375,440020,956.063998413086,986.6878957015722,925.4401011245998,1017.3117929900584,894.8162038361136,0,0,STP,-0.0,2.4010594136952075,-0.014124280467537442
2020-01-14,882.5599975585938,889.5999755859375,864.6400146484375,874.239990234375,874.239990234375,521280,950.0799987792968,984.3886338266389,915.7713637319548,1018.697268873981,881.4627286846127,0,0,,-0.0,2.4010594136952075,-0.012177655861705161
2020-01-15,874.239990234375,877.4400024414062,864.6400146484375,871.6799926757812,871.6799926757812,474861,945.0239990234375,983.0569948940918,906.9910031527832,1021.0899907647462,868.9580072821287,0,0,,-0.0,2.4010594136952075,-0.009427129427159842
2020-01-16,858.8800048828125,861.1199951171875,848.6400146484375,850.5599975585938,850.5599975585938,430677,939.2639984130859,982.3755916845455,896.1524051416263,1025.4871849560052,853.0408118701666,0,0,,-0.0,2.4010594136952075,-0.017569529560692687
2020-01-17,850.5599975585938,867.8400268554688,848.0,852.47998046875,852.47998046875,523288,933.1199981689454,979.4524073848047,886.787588953086,1025.784816600664,840.4551797372266,0,0,,-0.0,2.4010594136952075,-0.009687042749765618
2020-01-21,864.0,865.280029296875,841.5999755859375,859.52001953125,859.52001953125,646997,928.5440002441406,977.4607860663588,879.6272144219225,1026.3775718885768,830.7104285997045,0,0,,0.0,2.4010594136952075,0.015801357317512865
2020-01-22,842.8800048828125,866.5599975585938,842.8800048828125,866.5599975585938,866.5599975585938,569870,923.7440002441406,973.8430155112688,873.6449849770123,1023.942030778397,823.5459697098842,0,0,,-0.0,2.4010594136952075,-0.024444438793041035
2020-01-23,880.0,894.0800170898438,860.7999877929688,863.3599853515625,863.3599853515625,545772,918.6239990234375,969.4306040812033,867.8173939656716,1020.2372091389692,817.0107889079057,0,0,,0.0,2.4010594136952075,0.044039477626887535
2020-01-24,849.280029296875,929.9199829101562,845.4400024414062,911.3599853515625,911.3599853515625,1602141,916.383999633789,966.4304916127023,866.3375076548757,1016.4769835916157,816.2910156759623,0,0,,-0.0,2.4010594136952075,-0.034909057617187544
2020-01-27,990.0800170898438,1006.719970703125,967.6799926757812,1005.4400024414062,1005.4400024414062,1292236,918.9119995117187,972.1787509548561,865.6452480685813,1025.4455023979936,812.3784966254437,1,0,,0.0,2.4010594136952075,0.16578747048784148
2020-01-28,981.1199951171875,988.7999877929688,944.6400146484375,949.1199951171875,949.1199951171875,839828,917.6320007324218,969.7830035432341,865.4809979216095,1021.9340063540466,813.3299951107971,0,1,,-0.009049795792255844,2.3793303163161923,-0.009049795792255844
2020-01-29,932.47998046875,965.760009765625,922.8800048828125,950.4000244140625,950.4000244140625,652542,914.7200012207031,963.0045224111543,866.4354800302519,1011.2890436016055,818.1509588398008,0,1,,-0.04957600995852485,2.261372612859881,-0.04957600995852485
2020-01-30,986.8800048828125,1008.0,934.4000244140625,934.4000244140625,934.4000244140625,1050109,913.0560028076172,959.9734384337004,866.1385671815341,1006.8908740597836,819.2211315554508,0,1,,0.05833908025212087,2.393299011201462,0.05833908025212087
2020-01-31,954.239990234375,1068.800048828125,954.239990234375,1036.800048828125,1036.800048828125,1680916,918.4640045166016,972.9029937370844,864.0250152961187,1027.3419829575673,809.5860260756359,1,0,LTP,-0.0,2.393299011201462,-0.03307394464062863
2020-02-03,1010.5599975585938,1025.280029296875,974.0800170898438,997.1199951171875,997.1199951171875,807856,919.3920043945312,975.0538027852998,863.7302060037626,1030.7156011760683,808.0684076129942,0,1,,0.059020799694619486,2.534553432750914,0.059020799694619486
2020-02-04,954.239990234375,960.6400146484375,935.0399780273438,949.1199951171875,949.1199951171875,739220,918.5920043945313,973.6739455074967,863.5100632815659,1028.7558866204622,808.4281221686005,0,1,,-0.055731482999804016,2.3932990112014614,-0.055731482999804016
2020-02-05,914.5599975585938,942.719970703125,908.7999877929688,908.7999877929688,908.7999877929688,740552,916.0000030517579,970.2119960452806,861.7880100582352,1024.4239890388033,807.5760170647125,0,0,LSL,-0.0,2.3932990112014614,-0.04158282306533312
2020-02-06,901.1199951171875,920.3200073242188,896.0,901.760009765625,901.760009765625,604681,913.7280029296875,967.5141098467948,859.9418960125802,1021.300216763902,806.155789095473,0,0,,-0.0,2.3932990112014614,-0.014695594031320147
2020-02-07,928.0,938.8800048828125,905.5999755859375,920.3200073242188,920.3200073242188,727981,914.3680023193359,968.15250611793,860.5834985207418,1021.9370099165241,806.7989947221478,0,0,,0.0,2.3932990112014614,0.02982955103478413
2020-02-10,928.6400146484375,928.6400146484375,898.5599975585938,902.4000244140625,902.4000244140625,557675,914.30400390625,968.1026544261192,860.5053533863809,1021.9013049459885,806.7067028665116,0,0,,0.0,2.3932990112014614,0.0006896709573680493
2020-02-11,888.3200073242188,907.52001953125,883.2000122070312,903.6799926757812,903.6799926757812,576872,915.4560028076172,968.7400799048245,862.1719257104099,1022.0241570020319,808.8878486132026,0,0,,-0.0,2.3932990112014614,-0.0434183393868538
2020-02-12,887.0399780273438,891.52001953125,856.3200073242188,857.5999755859375,857.5999755859375,623883,914.6240020751953,968.7094025077201,860.5386016426705,1022.794802940245,806.4532012101457,-1,0,,-0.0,2.3932990112014614,-0.0014409551584126934
2020-02-13,885.760009765625,894.0159912109375,865.9199829101562,876.1599731445312,876.1599731445312,527550,914.8480010986328,968.7551680501405,860.9408341471252,1022.662335001648,807.0336671956177,0,-1,,0.0014429656987560158,2.3967524595814917,-0.0014429656987560158
2020-02-14,867.8400268554688,884.1599731445312,862.0800170898438,865.280029296875,865.280029296875,524564,915.5840026855469,968.6613408910638,862.50666448003,1021.7386790965807,809.4293262745132,0,-1,,0.020231194355791682,2.445241624414007,-0.020231194355791682
2020-02-18,881.9199829101562,897.9199829101562,868.47998046875,880.6400146484375,880.6400146484375,638261,916.9920043945312,968.6621057422685,865.321903046794,1020.3322070900057,813.6518016990568,0,-1,,-0.016224137650927117,2.4055696877097374,0.016224137650927117
2020-02-19,864.6400146484375,874.239990234375,858.8800048828125,867.8400268554688,867.8400268554688,565133,917.4080047607422,968.622525120646,866.1934844008384,1019.8370454805496,814.9789640409348,0,-1,,0.019593578325210803,2.452703405802631,-0.019593578325210803
2020-02-20,871.0399780273438,927.3599853515625,864.0,898.5599975585938,898.5599975585938,1293078,919.0080047607422,969.0364926226687,868.9795168988157,1019.064980484595,818.9510290368894,0,-1,,-0.007401882020818151,2.434548784560821,0.007401882020818151
2020-02-21,926.719970703125,979.2000122070312,917.760009765625,953.5999755859375,953.5999755859375,1350458,923.5200042724609,972.3197464777763,874.7202620671455,1021.1194886830917,825.9205198618301,0,0,SSL,0.0,2.434548784560821,0.06392357880275545
2020-02-24,1098.239990234375,1136.0,1046.4000244140625,1130.8800048828125,1130.8800048828125,2263708,934.4960052490235,1001.6516507737529,867.3403597242941,1068.807296298482,800.1847141995648,1,0,,0.0,2.434548784560821,0.18508289985497295
2020-02-25,1091.8399658203125,1270.4000244140625,1083.52001953125,1237.760009765625,1237.760009765625,2811241,946.1120056152344,1040.681698712769,851.5423125176997,1135.2513918103036,756.9726194201651,0,1,,-0.005827528109495161,2.4203613830848556,-0.005827528109495161
2020-02-26,1198.0799560546875,1256.9599609375,1156.47998046875,1211.52001953125,1211.52001953125,2084186,959.2320068359375,1070.8975760023816,847.5664376694934,1182.5631451688255,735.9008685030494,0,0,LTP,0.0,2.4203613830848556,0.09730362833398898
2020-02-27,1321.5999755859375,1408.0,1287.0400390625,1408.0,1408.0,2641470,982.1120056152344,1132.1575440185788,832.0664672118899,1282.2030824219235,682.0209288085452,0,0,,0.0,2.4203613830848556,0.10309831068203912
2020-02-28,1581.43994140625,1600.0,1451.52001953125,1459.8399658203125,1459.8399658203125,2281550,1008.3840026855469,1191.9026554748702,824.8653498962235,1375.4213082641936,641.3466971069,0,0,,0.0,2.4203613830848556,0.1966101472611721
2020-03-02,1420.800048828125,1510.719970703125,1402.239990234375,1409.9200439453125,1409.9200439453125,1750975,1027.0400024414062,1231.3830598003142,822.6969450824982,1435.726117159222,618.3538877235903,0,0,,-0.0,2.4203613830848556,-0.10157824421411832
2020-03-03,1404.800048828125,1605.1199951171875,1349.43994140625,1564.800048828125,1564.800048828125,1960070,1055.424005126953,1292.2387500901211,818.6092601637848,1529.0534950532895,581.7945152006166,0,0,,-0.0,2.4203613830848556,-0.011261260874249501
2020-03-04,1497.5999755859375,1554.56005859375,1455.3599853515625,1472.0,1472.0,1365989,1081.5680053710937,1334.353340471268,828.7826702709195,1587.138675571442,575.9973351707454,0,0,,0.0,2.4203613830848556,0.06605917107934722
2020-03-05,1611.52001953125,1771.52001953125,1576.9599609375,1707.52001953125,1707.52001953125,1901491,1121.5040069580077,1406.5873316997884,836.4206822162271,1691.670656441569,551.3373574744464,0,0,,0.0,2.4203613830848556,0.07606840665227788
2020-03-06,2026.239990234375,2091.52001953125,1871.3599853515625,1908.47998046875,1908.47998046875,2200347,1171.840005493164,1501.4767307785987,842.2032802077292,1831.1134560640335,512.5665549222946,0,0,,0.0,2.4203613830848556,0.25734707957506875
2020-03-09,2601.60009765625,2634.8798828125,2250.239990234375,2365.43994140625,2365.43994140625,1168313,1244.0960021972655,1662.208739375319,825.983265019212,2080.3214765533726,407.8705278411585,0,0,,0.0,2.4203613830848556,0.2839545711242839
2020-03-10,2112.0,2378.239990234375,2097.280029296875,2183.0400390625,2183.0400390625,936198,1308.1280029296875,1767.212032595831,849.0439732635439,2226.296062261975,389.9599435974002,0,0,,-0.0,2.4203613830848556,-0.18819191239165656
2020-03-11,2357.760009765625,2524.800048828125,2326.39990234375,2474.239990234375,2474.239990234375,767388,1386.6560028076171,1903.5959269480686,869.7160786671658,2420.53585108852,352.77615452671444,0,0,,0.0,2.4203613830848556,0.11636364098751173
2020-03-12,2886.39990234375,3121.919921875,2659.199951171875,3031.0400390625,3031.0400390625,1017314,1495.3280059814454,2113.696713550441,876.9592984124498,2732.0654211194365,258.59059084345427,0,0,,0.0,2.4203613830848556,0.2242127656710382
2020-03-13,2695.679931640625,3163.52001953125,2689.280029296875,2764.800048828125,2764.800048828125,1029836,1589.760009765625,2251.299659666113,928.2203598651373,2912.8393095666006,266.6807099646496,0,0,,-0.0,2.4203613830848556,-0.06607538011218084
2020-03-16,3520.0,3966.080078125,3298.56005859375,3789.43994140625,3789.43994140625,759377,1735.9680053710938,2537.3235825159413,934.6124282262464,3338.6791596607886,133.25685108139896,0,0,,0.0,2.4203613830848556,0.30579300557306266
2020-03-17,3685.1201171875,4007.679931640625,3470.719970703125,3744.639892578125,3744.639892578125,768623,1879.1679992675781,2770.479760930809,987.8562376043473,3661.7915225940396,96.54447594111639,0,0,,0.0,2.4203613830848556,0.046909124200994246
2020-03-18,4220.7998046875,5045.759765625,3958.39990234375,4416.0,4416.0,1184722,2056.5759979248046,3079.4089277795774,1033.7430680700318,4102.24185763435,10.910138215259167,0,0,,0.0,2.4203613830848556,0.1453628838315406
2020-03-19,4723.2001953125,4921.60009765625,3577.60009765625,3968.0,3968.0,1294214,2210.047998046875,3279.2096078014356,1140.8863882923142,4348.371217555996,71.72477853775354,0,0,,0.0,2.4203613830848556,0.11902966591001274
2020-03-20,3800.320068359375,4037.1201171875,3361.280029296875,3875.199951171875,3875.199951171875,922716,2356.127996826172,3444.0111774903735,1268.2448161619704,4531.8943581545755,180.36163549776893,0,0,,-0.0,2.4203613830848556,-0.19539297272832723
2020-03-23,3671.679931640625,3778.56005859375,3152.0,3272.320068359375,3272.320068359375,615591,2463.2,3529.309342510496,1397.0906574895037,4595.418685020992,330.9813149790075,0,0,,-0.0,2.4203613830848556,-0.03384981643777307
2020-03-24,2679.0400390625,3055.360107421875,2528.0,3017.60009765625,3017.60009765625,569266,2552.192004394531,3584.3705445213327,1520.0134642677297,4616.549084648133,487.83492414092825,0,0,,-0.0,2.4203613830848556,-0.2703503331061271
2020-03-25,3083.52001953125,3370.8798828125,3050.8798828125,3257.60009765625,3257.60009765625,396209,2654.4960083007813,3647.4537181651967,1661.538298436366,4640.411428029612,668.5805885719508,0,0,,0.0,2.4203613830848556,0.1509794458354916
2020-03-26,3145.60009765625,3181.43994140625,2919.0400390625,2919.679931640625,2919.679931640625,488084,2730.0800048828123,3679.7516007989007,1780.408408966724,4629.423196714989,830.7368130506359,0,0,,0.0,2.4203613830848556,0.0201328604101092
2020-03-27,3221.760009765625,3246.080078125,3098.239990234375,3238.39990234375,3238.39990234375,366077,2819.0080017089845,3725.776766134951,1912.2392372830182,4632.5455305609175,1005.4704728570516,0,0,,0.0,2.4203613830848556,0.024211568459105992
2020-03-30,3233.280029296875,3321.60009765625,3109.1201171875,3112.320068359375,3112.320068359375,499692,2904.1280029296877,3749.4855122962144,2058.770493563161,4594.843021662741,1213.412984196634,0,0,,0.0,2.4203613830848556,0.003575691391143776
2020-03-31,3136.0,3152.639892578125,2906.8798828125,2960.0,2960.0,492463,2973.8880004882812,3758.2734528761407,2189.502548100422,4542.658905264,1405.1170957125626,0,0,,-0.0,2.4203613830848556,-0.030087103008529126
2020-04-01,3162.8798828125,3256.9599609375,3011.840087890625,3214.080078125,3214.080078125,297730,3060.9920043945312,3762.1276523053516,2359.856356483711,4463.263300216172,1658.7207085728903,0,0,,0.0,2.4203613830848556,0.008571391202965462
2020-04-02,3173.1201171875,3225.60009765625,3021.1201171875,3031.0400390625,3031.0400390625,336484,3127.168005371094,3752.158876166218,2502.17713457597,4377.149746961342,1877.1862637808454,0,0,,0.0,2.4203613830848556,0.0032376298672127657
2020-04-03,3008.0,3062.39990234375,2880.0,2908.800048828125,2908.800048828125,417597,3177.1840087890623,3736.041406729104,2618.3266108490207,4294.898804669145,2059.4692129089794,0,0,,-0.0,2.4203613830848556,-0.052037146748120766
2020-04-06,2695.0400390625,2756.47998046875,2657.280029296875,2701.43994140625,2701.43994140625,309653,3193.9840087890625,3731.809524426005,2656.15849315212,4269.635040062947,2118.332977515178,0,0,,-0.0,2.4203613830848556,-0.10404254020528592
2020-04-07,2618.239990234375,2794.239990234375,2609.919921875,2778.239990234375,2778.239990234375,438230,3223.744006347656,3717.3340583925783,2730.153954302734,4210.9241104375005,2236.5639022578116,0,0,,-0.0,2.4203613830848556,-0.028496811815397316
2020-04-08,2741.760009765625,2798.080078125,2682.8798828125,2713.60009765625,2713.60009765625,326292,3235.71201171875,3712.7984280567366,2758.6255953807636,4189.884844394723,2281.539179042777,-1,0,,0.0,2.4203613830848556,0.04717673704166159
2020-04-09,2696.320068359375,2744.9599609375,2648.0,2660.47998046875,2660.47998046875,365741,3217.1840087890623,3709.586981329364,2724.7810362487608,4201.989953869665,2232.378063708459,0,-1,,0.016573274555176876,2.460474696809469,-0.016573274555176876
2020-04-13,2643.199951171875,2715.52001953125,2599.679931640625,2605.43994140625,2605.43994140625,231661,3209.2160034179688,3710.5333645313617,2707.898642304576,4211.850725644755,2206.581281191183,0,-1,,0.01970096866868698,2.508948431721409,-0.01970096866868698
2020-04-14,2457.60009765625,2471.679931640625,2368.0,2394.239990234375,2394.239990234375,280914,3139.456005859375,3652.7149316505916,2626.197080068159,4165.973857441808,2112.9381542769424,0,-1,,0.07021786355335635,2.6851214303624302,-0.07021786355335635
2020-04-15,2560.0,2651.52001953125,2516.800048828125,2586.239990234375,2586.239990234375,325723,3081.5360107421875,3588.22628672292,2574.845734761455,4094.916562703653,2068.155458780722,0,-1,,-0.04166662527455389,2.5732414819068445,0.04166662527455389
2020-04-16,2613.760009765625,2683.52001953125,2581.1201171875,2607.360107421875,2607.360107421875,291647,2991.1040161132814,3398.8226636418312,2583.3853685847316,3806.541311170381,2175.666721056182,0,-1,,-0.021000003814697354,2.5192034009706634,0.021000003814697354
2020-04-17,2499.840087890625,2586.8798828125,2483.840087890625,2499.199951171875,2499.199951171875,280730,2917.664013671875,3268.4698965598695,2566.858130783881,3619.2757794478644,2216.052247895886,-1,-1,,0.04358469080916694,2.6290021022873713,-0.04358469080916694
2020-04-20,2634.8798828125,2752.0,2568.320068359375,2741.760009765625,2741.760009765625,301517,2860.9920166015627,3131.280695011495,2590.7033381916303,3401.5693734214274,2320.414659781698,0,-1,,-0.05401937330952311,2.4869850562923888,0.05401937330952311
2020-04-21,2946.56005859375,3081.60009765625,2926.080078125,2970.8798828125,2970.8798828125,408331,2845.9200073242187,3099.982234633277,2591.85778001516,3354.044461942336,2337.7955527061013,0,0,SSL,0.0,2.4869850562923888,0.11829008897686788
2020-04-22,2862.080078125,2917.1201171875,2797.43994140625,2828.159912109375,2828.159912109375,251098,2836.447998046875,3087.283620457268,2585.612375636482,3338.119242867662,2334.776753226088,0,0,,-0.0,2.4869850562923888,-0.02867071391345344
2020-04-23,2782.719970703125,2872.320068359375,2732.800048828125,2819.840087890625,2819.840087890625,290083,2814.5599975585938,3044.98029092396,2584.1397041932273,3275.4005842893266,2353.719410827861,0,0,,-0.0,2.4869850562923888,-0.027728122643537412
