Date,Close,Signal,Position,Upper_Band1,Lower_Band1
2019-01-14,2520.320068359375,0,0.0,,
2019-01-15,2410.8798828125,0,0.0,,
2019-01-16,2459.52001953125,0,0.0,,
2019-01-17,2432.0,0,0.0,,
2019-01-18,2371.840087890625,0,0.0,,
2019-01-22,2580.47998046875,0,0.0,,
2019-01-23,2566.39990234375,0,0.0,,
2019-01-24,2475.52001953125,0,0.0,,
2019-01-25,2382.719970703125,0,0.0,,
2019-01-28,2481.280029296875,0,0.0,2686.1783532704817,1914.4821569834244
2019-01-29,2474.239990234375,0,0.0,2690.144906309487,1922.5220028702006
2019-01-30,2365.43994140625,0,0.0,2692.622430614247,1929.6444785654407
2019-01-31,2267.52001953125,0,0.0,2694.0805106956036,1934.675998093459
2019-02-01,2245.760009765625,0,0.0,2695.308687031871,1938.9262226360977
2019-02-04,2176.0,0,0.0,2696.0143666384456,1943.3661436154607
2019-02-05,2157.43994140625,0,0.0,2696.49181272649,1948.7894958672598
2019-02-06,2145.919921875,0,0.0,2696.797031409279,1954.641076500877
2019-02-07,2217.60009765625,0,0.0,2697.272803283509,1962.7541058961783
2019-02-08,2190.719970703125,0,0.0,2697.2697648394046,1971.5635432660642
2019-02-11,2167.0400390625,0,0.0,2697.3423166727866,1978.7357912373693
2019-02-12,2128.0,0,0.0,2697.1152229375534,1985.6188859491654
2019-02-13,2122.8798828125,0,0.0,2696.386552360859,1994.142754279766
2019-02-14,2161.280029296875,0,0.0,2695.4666298480947,2004.189078159718
2019-02-15,2085.760009765625,0,0.0,2694.113874980751,2013.2525532419052
2019-02-19,2092.159912109375,0,0.0,2692.712223301809,2022.3598030653784
2019-02-20,2008.3199462890625,-1,0.0,2691.295430310334,2029.4853948849793
2019-02-21,2034.56005859375,0,-1.0,2689.832243671855,2037.0797826953328
2019-02-22,1957.760009765625,0,0.0,2688.228226339067,2043.6118005164017
2019-02-25,1992.9599609375,0,0.0,2686.437212779681,2051.086012317975
2019-02-26,2009.5999755859375,0,0.0,2684.2935627343913,2059.629662363265
2019-02-27,2011.52001953125,0,0.0,2682.019333293992,2068.34229268257
2019-02-28,2010.239990234375,0,0.0,2679.4426033429636,2077.587821461724
2019-03-01,1918.719970703125,0,0.0,2678.3442096452054,2081.4766155501075
2019-03-04,1965.43994140625,0,0.0,2677.2684330905954,2085.7139912258112
2019-03-05,1976.9599609375,0,0.0,2676.35206544953,2089.510358866876
2019-03-06,2035.199951171875,0,0.0,2675.470476465388,2093.8735469721123
2019-03-07,2112.639892578125,0,0.0,2675.3734131461456,2092.7674071663546
2019-03-08,2126.719970703125,0,0.0,2674.1760753565204,2089.3183435887922
2019-03-11,1971.8399658203125,-1,0.0,2674.27628655717,2085.045332095174
2019-03-12,1916.1600341796875,0,-1.0,2674.5633661445586,2079.2158526054413
2019-03-13,1895.6800537109375,0,0.0,2675.127354640723,2075.5030628397462
2019-03-14,1864.3199462890625,0,0.0,2675.8785950422384,2070.489422535886
2019-03-15,1829.760009765625,0,0.0,2676.3986907335275,2061.956528993035
2019-03-18,1834.239990234375,0,0.0,2676.9547317847396,2054.2196871605734
2019-03-19,1846.4000244140625,0,0.0,2677.23591465187,2046.6041024379738
2019-03-20,1866.239990234375,0,0.0,2676.743756591476,2038.481861084305
2019-03-21,1841.9200439453125,0,0.0,2674.3268130799433,2028.2524056700568
2019-03-22,2053.1201171875,0,0.0,2671.9131540301933,2023.267666282307
2019-03-25,2063.360107421875,0,0.0,2667.4741064866002,2017.7867138258998
2019-03-26,1946.8800048828125,-1,0.0,2662.6052390399486,2009.9579811748947
2019-03-27,1976.3199462890625,0,-1.0,2659.1545306247563,2003.2582867580559
2019-03-28,1932.1600341796875,0,0.0,2656.7504158551383,1996.2031998675182
2019-03-29,1872.6400146484375,0,0.0,2655.3033866173732,1988.5494307654394
2019-04-01,1839.3599853515625,0,0.0,2653.696608354833,1980.0186089303236
2019-04-02,1834.239990234375,0,0.0,2652.238746484002,1971.6844688480287
2019-04-03,1847.0400390625,0,0.0,2651.3621538015886,1964.5994599679425
2019-04-04,1828.47998046875,0,0.0,2651.410901532592,1959.3283098931888
2019-04-05,1792.0,0,0.0,2651.6103008240625,1953.368910601719
2019-04-08,1783.6800537109375,0,0.0,2651.592096494492,1946.5224738180082
2019-04-09,1847.0400390625,0,0.0,2649.8679112726186,1939.030658063319
2019-04-10,1795.199951171875,0,0.0,2648.0403289810924,1930.2598370345327
2019-04-11,1760.0,0,0.0,2645.5233353293715,1920.271230100316
2019-04-12,1680.6400146484375,0,0.0,2643.5977181859253,1908.6032461695431
2019-04-15,1658.8800048828125,0,0.0,2642.8082170337098,1897.5271491772276
2019-04-16,1645.43994140625,0,0.0,2640.4290775190393,1885.1350875200235
2019-04-17,1656.9599609375,0,0.0,2635.751421480693,1872.6095404333696
2019-04-18,1630.719970703125,0,0.0,2631.953070670492,1859.8574908529456
2019-04-22,1616.0,0,0.0,2627.675282206753,1846.8680771682473
2019-04-23,1603.199951171875,0,0.0,2625.28035991931,1834.5429994556903
2019-04-24,1644.800048828125,0,0.0,2622.9899924970173,1823.7773659014204
2019-04-25,1676.800048828125,0,0.0,2621.179783466251,1814.5283757134366
2019-04-26,1618.56005859375,0,0.0,2619.050796190573,1803.62696259849
2019-04-29,1643.52001953125,0,0.0,2617.3605923897917,1794.0659652273957
2019-04-30,1643.52001953125,0,0.0,2616.5945347801116,1785.974425180826
2019-05-01,1705.5999755859375,0,0.0,2612.703080396309,1776.8226788810352
2019-05-02,1708.1600341796875,0,0.0,2607.788460168355,1767.5292986207076
2019-05-03,1626.8800048828125,0,0.0,2600.0646224578204,1756.181136819523
2019-05-06,1719.0400390625,0,0.0,2592.43330277491,1747.0828568930592
2019-05-07,2005.1199951171875,0,0.0,2585.4275210838255,1743.071678134924
2019-05-08,1965.43994140625,0,0.0,2578.503983972319,1738.5904154417435
2019-05-09,1955.199951171875,0,0.0,2572.175941038791,1734.089659547146
2019-05-10,1804.1600341796875,0,0.0,2563.2345399271844,1727.1462632954717
2019-05-13,2076.800048828125,0,0.0,2552.6584675358954,1724.7431364680106
2019-05-14,1961.5999755859375,0,0.0,2540.7874317160154,1721.0749706277343
2019-05-15,1879.0400390625,0,0.0,2528.557050655602,1716.3069532506483
2019-05-16,1798.4000244140625,0,0.0,2512.075141358434,1711.4000612782847
2019-05-17,1825.280029296875,0,0.0,2490.7125340543726,1709.0186695589093
2019-05-20,1852.1600341796875,0,0.0,2463.288206204286,1710.215797701964
2019-05-21,1758.719970703125,0,0.0,2440.9376851972584,1707.8239163652415
2019-05-22,1742.0799560546875,0,0.0,2412.9806948530363,1708.1713046586824
2019-05-23,1857.280029296875,0,0.0,2384.3725184595555,1711.5762828099755
2019-05-24,1818.8800048828125,0,0.0,2358.97345044895,1713.2057487697998
2019-05-28,1873.280029296875,0,0.0,2336.009146531994,1715.0884511242562
2019-05-29,1909.760009765625,0,0.0,2307.0910318393935,1721.2225667934192
2019-05-30,1875.8399658203125,0,0.0,2286.91922770075,1722.7703694672186
2019-05-31,1946.8800048828125,0,0.0,2268.92226296772,1724.8185329307175
2019-06-03,1966.719970703125,0,0.0,2252.5864912959382,1726.7159061649988
2019-06-04,1857.280029296875,0,0.0,2237.2579599674214,1726.6844374935163
2019-06-05,1821.43994140625,0,0.0,2222.2815740526917,1726.1344220410583
2019-06-06,1782.4000244140625,0,0.0,2209.6394299411804,1724.1589660549134
2019-06-07,1795.8399658203125,0,0.0,2196.4490078677904,1722.8597860775224
2019-06-10,1783.0400390625,0,0.0,2186.3788695194066,1720.3731275509056
2019-06-11,1786.239990234375,0,0.0,2174.5445384527115,1718.7418580316632
2019-06-12,1777.9200439453125,0,0.0,2163.2701604188264,1716.9346369444547
2019-06-13,1767.0400390625,0,0.0,2153.5689326985166,1714.5398636882026
2019-06-14,1748.47998046875,0,0.0,2136.076256689761,1715.3925396969576
2019-06-17,1729.9200439453125,0,0.0,2118.4027903391034,1716.3364088796466
2019-06-18,1716.47998046875,0,0.0,2103.730233436336,1715.8281650011636
2019-06-19,1659.52001953125,-1,0.0,2092.1190156269117,1712.975383787151
2019-06-20,1664.6400146484375,0,-1.0,2076.2012514901085,1712.5603476309852
2019-06-21,1703.6800537109375,0,0.0,2059.7928242637818,1713.5575761268433
2019-06-24,1688.3199462890625,0,0.0,2047.2524747189527,1712.5555257693286
2019-06-25,1731.199951171875,0,0.0,2037.8876141755172,1711.1939849455766
2019-06-26,1717.760009765625,0,0.0,2028.9803984497776,1709.5412006713163
2019-06-27,1690.8800048828125,-1,0.0,2022.0725194633537,1706.7466797553961
2019-06-28,1664.0,0,-1.0,2015.588485597764,1703.361914792861
2019-07-01,1571.8399658203125,0,0.0,2009.7631535389917,1697.7056477305398
2019-07-02,1513.5999755859375,0,0.0,2002.0203590994856,1691.3684397286393
2019-07-03,1504.6400146484375,0,0.0,1994.9624082690912,1684.70479143794
2019-07-05,1509.1199951171875,0,0.0,1988.3173914853144,1678.1914073428104
2019-07-08,1550.719970703125,0,0.0,1982.2060799405058,1672.7571183016817
2019-07-09,1555.199951171875,0,0.0,1975.9948103640413,1667.6147892453337
2019-07-10,1507.8399658203125,0,0.0,1968.773007401228,1661.7677909386157
2019-07-11,1482.8800048828125,0,0.0,1963.84850125049,1654.6346969916974
2019-07-12,1459.199951171875,0,0.0,1958.7708493031405,1647.053149720297
2019-07-15,1453.43994140625,0,0.0,1955.6930399784703,1639.033358947311
2019-07-16,1457.9200439453125,0,0.0,1951.6914578734911,1631.5021407593215
2019-07-17,1495.0400390625,0,0.0,1948.889715590822,1625.049483627928
2019-07-18,1479.3599853515625,0,0.0,1945.2920574449718,1618.3751422620594
2019-07-19,1496.3199462890625,0,0.0,1940.991562656681,1612.4100364644125
2019-07-22,1466.239990234375,0,0.0,1936.7111256791902,1605.784872855966
2019-07-23,1414.4000244140625,0,0.0,1932.7754538816696,1597.8037453370805
2019-07-24,1378.56005859375,0,0.0,1931.0456972395993,1588.7303037369632
2019-07-25,1420.800048828125,0,0.0,1927.645617162731,1581.237585962269
2019-07-26,1384.9599609375,0,0.0,1924.1434719213137,1572.8997312036865
2019-07-29,1397.1199951171875,0,0.0,1918.8300014243111,1565.451602579595
2019-07-30,1429.760009765625,0,0.0,1910.7288855592362,1559.89512078842
2019-07-31,1509.760009765625,0,0.0,1901.4764780223518,1556.8083291065545
2019-08-01,1628.800048828125,0,0.0,1896.574167705804,1554.8498410832585
2019-08-02,1642.239990234375,0,0.0,1892.9443051160215,1553.001302794135
2019-08-05,1875.199951171875,0,0.0,1892.5415278127,1552.994478046675
2019-08-06,1758.719970703125,0,0.0,1890.9236632043621,1552.5003431432942
2019-08-07,1767.6800537109375,0,0.0,1890.0160914062517,1552.166315820311
2019-08-08,1662.719970703125,0,0.0,1888.010942211788,1550.7410646241497
2019-08-09,1723.52001953125,0,0.0,1886.2941926861495,1550.000214052132
2019-08-12,1848.9599609375,0,0.0,1885.9764806741978,1549.972325478146
2019-08-13,1712.6400146484375,0,0.0,1884.2170327824354,1549.1461727839708
2019-08-14,1949.760009765625,1,0.0,1881.3961295655158,1549.8998738524529
2019-08-15,1898.8800048828125,0,1.0,1877.0602170607767,1550.946184306411
2019-08-16,1793.9200439453125,0,0.0,1874.0345661066688,1550.9126360417688
2019-08-19,1662.719970703125,0,0.0,1868.7547745566185,1549.9204280801005
2019-08-20,1702.4000244140625,0,0.0,1864.8610248349628,1549.2189776064433
2019-08-21,1619.199951171875,0,0.0,1861.6740512091299,1547.3371499627453
2019-08-22,1648.0,0,0.0,1859.2661223031287,1545.917879161715
2019-08-23,1853.43994140625,0,0.0,1859.6327493113113,1545.9352511769698
2019-08-26,1798.4000244140625,0,0.0,1858.7694467002048,1545.8257534951076
2019-08-27,1834.8800048828125,0,0.0,1858.8868792399821,1545.8363214436117
2019-08-28,1793.280029296875,0,0.0,1858.9071361702167,1545.8416650993145
2019-08-29,1718.4000244140625,0,0.0,1858.047820658756,1545.3953800248376
2019-08-30,1728.0,0,0.0,1856.191482379708,1544.8709175226356
2019-09-03,1804.1600341796875,0,0.0,1856.3386947934032,1544.9029067690967
2019-09-04,1692.800048828125,0,0.0,1855.5528151867975,1544.344787352265
2019-09-05,1630.0799560546875,0,0.0,1855.1926617837182,1543.693739583469
2019-09-06,1582.0799560546875,0,0.0,1854.81555872209,1542.5348416685351
2019-09-09,1566.719970703125,0,0.0,1854.497195814128,1541.2788051624345
2019-09-10,1561.5999755859375,0,0.0,1854.0847163767444,1539.7840848927867
2019-09-11,1537.280029296875,-1,0.0,1853.8243444855866,1538.1756579558196
2019-09-12,1500.800048828125,0,-1.0,1853.6794071570266,1536.0165962609422
2019-09-13,1477.1199951171875,0,0.0,1853.6490992173758,1533.525305079499
2019-09-16,1498.8800048828125,0,0.0,1853.3004439665362,1530.9555594514325
2019-09-17,1491.8399658203125,0,0.0,1852.6850891474328,1527.8717126103797
2019-09-18,1443.8399658203125,0,0.0,1852.6480718820883,1524.4143280202554
2019-09-19,1417.5999755859375,0,0.0,1852.5554298377187,1519.988569185719
2019-09-20,1490.56005859375,0,0.0,1852.1229680704132,1517.3618317342743
2019-09-23,1477.760009765625,0,0.0,1851.1037383714581,1513.824262116823
2019-09-24,1546.239990234375,0,0.0,1850.0118405574067,1511.6777590519682
2019-09-25,1511.0400390625,0,0.0,1849.6215793727943,1509.7512209201745
2019-09-26,1523.8399658203125,0,0.0,1848.3327794624845,1507.1360193656403
2019-09-27,1565.43994140625,0,0.0,1841.0546661787882,1505.6205315751179
2019-09-30,1519.3599853515625,0,0.0,1834.6674640099275,1503.086134622885
2019-10-01,1586.56005859375,0,0.0,1828.6320481578962,1501.7487526233538
2019-10-02,1692.800048828125,0,0.0,1826.9403727850668,1501.213228289152
2019-10-03,1628.1600341796875,0,0.0,1817.0598628516755,1502.1209379295747
2019-10-04,1541.760009765625,0,0.0,1810.304099973798,1500.4799014910457
2019-10-07,1553.280029296875,0,0.0,1805.7154030001336,1498.5533982693976
2019-10-08,1679.3599853515625,0,0.0,1803.8396601478667,1498.0483403404146
2019-10-09,1623.0400390625,0,0.0,1800.8222779128994,1497.0209227706944
2019-10-10,1563.52001953125,0,0.0,1796.7728546722933,1495.2975457183315
2019-10-11,1473.280029296875,-1,0.0,1794.4646646490787,1491.896936913421
2019-10-14,1425.280029296875,0,-1.0,1792.5168177076805,1487.508785319663
2019-10-15,1388.1600341796875,0,0.0,1788.2893493026904,1482.3538538223097
2019-10-16,1370.8800048828125,0,0.0,1784.9353249661267,1476.7478781588734
2019-10-17,1362.56005859375,0,0.0,1780.1748362498822,1471.2939674610554
2019-10-18,1359.3599853515625,0,0.0,1774.2534981270185,1466.2073050956376
2019-10-21,1323.52001953125,0,0.0,1769.3732986748228,1460.0411056220523
2019-10-22,1344.6400146484375,0,0.0,1762.005260364481,1455.3643441277065
2019-10-23,1328.0,0,0.0,1753.8459836272868,1450.7492214508384
2019-10-24,1309.43994140625,0,0.0,1748.957912735054,1444.6804905852587
2019-10-25,1266.56005859375,0,0.0,1745.2417454810484,1437.2990601830143
2019-10-28,1278.719970703125,0,0.0,1742.1159253599158,1430.351279229928
2019-10-29,1277.43994140625,0,0.0,1738.502878021953,1423.5963260796095
2019-10-30,1246.0799560546875,0,0.0,1735.3160501316672,1416.043952309739
2019-10-31,1264.0,0,0.0,1731.6703258077514,1409.2448768289673
2019-11-01,1207.6800537109375,0,0.0,1728.6188999699798,1400.8915028620513
2019-11-04,1209.5999755859375,0,0.0,1725.5559562486612,1392.8056453138386
2019-11-05,1234.56005859375,0,0.0,1722.4354356734111,1385.647767451589
2019-11-06,1230.0799560546875,0,0.0,1719.5685734638066,1378.517827903381
2019-11-07,1218.56005859375,0,0.0,1716.9046813857321,1371.2233215439555
2019-11-08,1192.9599609375,0,0.0,1715.3599248871797,1363.4368768706327
2019-11-11,1188.47998046875,0,0.0,1713.5920832361137,1355.681517838105
2019-11-12,1174.4000244140625,0,0.0,1711.0549447318795,1347.633055756402
2019-11-13,1182.719970703125,0,0.0,1708.5469975109788,1340.0290034655839
2019-11-14,1163.52001953125,0,0.0,1705.1616194143417,1332.0607829294086
2019-11-15,1113.5999755859375,0,0.0,1702.360249648552,1322.7789520116041
2019-11-18,1112.3199462890625,0,0.0,1699.8738787214427,1313.6941217668384
2019-11-19,1124.47998046875,0,0.0,1697.5544456348525,1305.223154462804
2019-11-20,1136.0,0,0.0,1696.4300329747693,1297.6307678064804
2019-11-21,1138.56005859375,0,0.0,1695.8663344751558,1290.6936679662504
2019-11-22,1105.9200439453125,0,0.0,1695.5438481635263,1283.0417548638177
2019-11-25,1057.9200439453125,0,0.0,1695.4810164044952,1274.080587599411
2019-11-26,1042.56005859375,0,0.0,1694.8733724457757,1264.525033315943
2019-11-27,1037.43994140625,0,0.0,1694.0459862483065,1254.9972193181
2019-11-29,1058.56005859375,0,0.0,1693.4277065056049,1246.6299009162703
2019-12-02,1113.5999755859375,0,0.0,1692.5546467824927,1240.1173600534446
2019-12-03,1178.239990234375,0,0.0,1691.5719333433292,1235.4808742738585
2019-12-04,1123.8399658203125,0,0.0,1690.7912128446474,1229.6695952608216
2019-12-05,1109.1199951171875,0,0.0,1689.961573369387,1223.5232337595191
2019-12-06,1070.719970703125,0,0.0,1688.8535223719823,1216.1448833897366
2019-12-09,1126.4000244140625,0,0.0,1687.543786196819,1210.3954203461499
2019-12-10,1128.3199462890625,0,0.0,1685.95505996763,1204.6241465753387
2019-12-11,1102.0799560546875,0,0.0,1684.7361766601493,1198.5598291992255
2019-12-12,1036.800048828125,0,0.0,1684.2975150357563,1191.4464913118998
2019-12-13,993.9199829101562,0,0.0,1684.3571757956465,1183.6940290383377
2019-12-16,972.7999877929688,0,0.0,1684.089576657681,1175.0016269556004
2019-12-17,965.760009765625,0,0.0,1684.057106157881,1166.650098431963
2019-12-18,975.3599853515625,0,0.0,1683.7133807270802,1158.5586236674512
2019-12-19,951.0399780273438,0,0.0,1683.0981311433663,1149.5994726163992
2019-12-20,962.5599975585938,0,0.0,1681.2781048788206,1140.4754986368043
2019-12-23,965.760009765625,0,0.0,1677.3655303716994,1131.1272723626755
2019-12-24,956.1599731445312,0,0.0,1673.0710691181657,1121.7001332744126
2019-12-26,954.8800048828125,0,0.0,1663.1163700555253,1113.2484334112714
2019-12-27,974.719970703125,0,0.0,1655.7811983715412,1104.9036050952557
2019-12-30,1008.6400146484375,0,0.0,1647.867355087996,1097.6366475975508
2019-12-31,967.6799926757812,0,0.0,1642.2934856015981,1089.309717523402
2020-01-02,928.6400146484375,0,0.0,1635.3808122267787,1080.324790800565
2020-01-03,978.5599975585938,0,0.0,1624.7612274628937,1073.5363762968718
2020-01-06,965.1199951171875,0,0.0,1617.464898587763,1065.8823047813776
2020-01-07,960.6400146484375,0,0.0,1603.2478791303338,1060.3169243364632
2020-01-08,947.2000122070312,0,0.0,1590.3094699781022,1054.2217336351791
2020-01-09,907.52001953125,0,0.0,1580.3446959100124,1046.4585072149875
2020-01-10,903.6799926757812,0,0.0,1573.5116601052605,1038.1107434591927
2020-01-13,880.6400146484375,0,0.0,1565.6095998548444,1029.5776035142962
2020-01-14,874.239990234375,0,0.0,1559.480503239978,1020.8075009104125
2020-01-15,871.6799926757812,0,0.0,1552.4854846543258,1012.2761193495802
2020-01-16,850.5599975585938,0,0.0,1539.642946155751,1005.0610589712023
2020-01-17,852.47998046875,0,0.0,1528.1089089841853,997.6766952638618
2020-01-21,859.52001953125,0,0.0,1515.0213895434385,991.2570149975772
2020-01-22,866.5599975585938,0,0.0,1502.8277329188109,984.916270987439
2020-01-23,863.3599853515625,0,0.0,1492.561233690368,978.0819694346321
2020-01-24,911.3599853515625,0,0.0,1481.5429735148336,972.7674293171976
2020-01-27,1005.4400024414062,0,0.0,1467.7283861420315,970.6076160552343
2020-01-28,949.1199951171875,-1,0.0,1457.0821601752564,966.3802409477903
2020-01-29,950.4000244140625,0,-1.0,1447.982613182372,961.8861893078625
2020-01-30,934.4000244140625,0,0.0,1439.9790020692758,956.9362017881463
2020-01-31,1036.800048828125,0,0.0,1432.3201105424757,953.9966948774461
2020-02-03,997.1199951171875,0,0.0,1424.5434014621587,950.4838043483884
2020-02-04,949.1199951171875,0,0.0,1417.1877617291004,946.0762433978527
2020-02-05,908.7999877929688,-1,0.0,1410.6035410273666,940.8204628788834
2020-02-06,901.760009765625,0,-1.0,1404.438743122412,935.4780610768069
2020-02-07,920.3200073242188,0,0.0,1397.5906351558833,930.7549690921638
2020-02-10,902.4000244140625,0,0.0,1390.7788516177843,925.7779538021377
2020-02-11,903.6799926757812,0,0.0,1384.950168067562,920.8034378894693
2020-02-12,857.5999755859375,0,0.0,1379.6540797729933,914.899526184038
2020-02-13,876.1599731445312,0,0.0,1372.4620035860046,909.8036006620422
2020-02-14,865.280029296875,0,0.0,1365.4408910253371,904.5751136133347
2020-02-18,880.6400146484375,0,0.0,1356.3869413080088,900.3170638189445
2020-02-19,867.8400268554688,0,0.0,1348.1154281197926,895.7245767630199
2020-02-20,898.5599975585938,0,0.0,1339.2675174803937,892.0668880371842
2020-02-21,953.5999755859375,0,0.0,1329.0509892306484,890.0466169705235
2020-02-24,1130.8800048828125,0,0.0,1321.2426329312714,890.0853736605256
2020-02-25,1237.760009765625,0,0.0,1312.6567448469805,891.6952607682539
2020-02-26,1211.52001953125,0,0.0,1299.5411214541555,895.1852835751414
2020-02-27,1408.0,1,0.0,1292.6452779795936,897.6779263661098
2020-02-28,1459.8399658203125,0,1.0,1290.1173054891365,898.5674979776604
2020-03-02,1409.9200439453125,0,0.0,1285.7926435805794,900.0249601791861
2020-03-03,1564.800048828125,0,0.0,1281.4423196725206,902.0840853567762
2020-03-04,1472.0,0,0.0,1276.2237837658276,904.2818204822192
2020-03-05,1707.52001953125,0,0.0,1281.8751971361444,901.5104071119025
2020-03-06,1908.47998046875,0,0.0,1299.5594621325006,892.5301411389839
2020-03-09,2365.43994140625,0,0.0,1343.1656279299505,867.7271735837213
2020-03-10,2183.0400390625,0,0.0,1372.9498966700971,853.8405049412308
2020-03-11,2474.239990234375,0,0.0,1416.4596807613996,832.3979205569597
2020-03-12,3031.0400390625,0,0.0,1489.1752332613964,793.051967666338
2020-03-13,2764.800048828125,0,0.0,1538.6991319213816,771.6368702758841
2020-03-16,3789.43994140625,0,0.0,1644.897579975272,714.7568206594938
2020-03-17,3744.639892578125,0,0.0,1734.752218379555,672.9021798138043
2020-03-18,4416.0,0,0.0,1855.1789486902794,614.23544950308
2020-03-19,3968.0,0,0.0,1939.2886516199285,583.2969477453059
2020-03-20,3875.199951171875,0,0.0,2014.019398160277,560.7389990565199
2020-03-23,3272.320068359375,0,0.0,2060.5758748257767,554.0545243441454
2020-03-24,3017.60009765625,0,0.0,2097.1369985186398,552.2966037762822
2020-03-25,3257.60009765625,0,0.0,2141.010089851615,548.6539152753386
2020-03-26,2919.679931640625,0,0.0,2172.935862620158,549.8417411396077
2020-03-27,3238.39990234375,0,0.0,2214.48710037291,548.904900359512
2020-03-30,3112.320068359375,0,0.0,2251.0932918139197,550.353110773971
2020-03-31,2960.0,0,0.0,2282.3321056393825,553.6230957766336
2020-04-01,3214.080078125,0,0.0,2320.3934825992387,555.2417212581831
2020-04-02,3031.0400390625,0,0.0,2352.4705613415954,559.4142421252012
2020-04-03,2908.800048828125,0,0.0,2380.8936963968054,565.3079088278039
2020-04-06,2701.43994140625,0,0.0,2403.806190651995,572.6546137913645
2020-04-07,2778.239990234375,0,0.0,2428.3000205596663,580.2375832000995
2020-04-08,2713.60009765625,0,0.0,2450.8805256311093,588.2746806677186
